,,,Date,,,Age group,,,Incidence,,Confidence Interval,,,,,,,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M,10,14,100,49.8,,40.5,60.5,49%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M,0,14,247,38.4,,33.7,43.4,29%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,F,0,4,56,25.3,,19.1,32.8,72%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,F,5,9,125,61.4,,51.1,73.2,43%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,F,10,14,87,45.7,,36.6,56.4,54%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,F,0,14,268,43.5,,38.5,49.1,28%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,0,4,103,22.7,,18.5,27.5,49%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,5,9,225,54.3,,47.5,61.9,30%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,10,14,187,47.8,,41.2,55.2,34%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,0,14,515,40.9,,37.4,44.6,19%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1992,1994,M+F,0,4,43,13.2,,9.6,17.8,85%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1992,1994,M+F,5,9,52,17.7,,13.2,23.3,77%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1992,1994,M+F,10,14,58,23.8,,18.1,30.8,70%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1992,1994,M+F,0,14,153,17.7,,15,20.8,39%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1995,1997,M+F,0,4,37,10.2,,7.2,14.1,96%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1995,1997,M+F,5,9,90,28.4,,22.8,34.9,53%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1995,1997,M+F,10,14,84,31,,24.7,38.3,55%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,1995,1997,M+F,0,14,211,22.1,,19.2,25.3,32%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,0,4,103,22.7,,18.5,27.5,49%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,5,9,225,54.3,,47.5,61.9,30%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,10,14,187,47.8,,41.2,55.2,34%,,,Shaltout (2017),,,,,,,,,,,
IC,Kuwait,Kuwait,2011,2013,M+F,0,14,515,40.9,,37.9,44.6,18%,,,Shaltout (2017),,,,,,,,,,,
IC,Latvia,Latvia,1989,1998,M+F,0,14,386,7.1,,6.4,7.8,22%,,,Green (2001),,Rate for 1989-1998 in Table 1 but data for 1994-1998 taken from EURODIAB database,,,,,,,,,
IC,Latvia,Latvia,1983,1990,M,0,4,28,3.5,,2.3,5,117%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,M,5,9,39,5.2,,3.7,7.1,92%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,M,10,14,82,11.3,,9,14,56%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,M,0,14,149,6.3,,5.3,7.4,40%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,F,0,4,26,3.4,,2.2,5,127%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,F,5,9,51,7.2,,5.4,9.5,76%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,F,10,14,65,9.4,,7.2,11.9,65%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1990,F,0,14,142,6.3,,5.3,7.5,42%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,M,0,4,28,4.3,,2.9,6.3,117%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,M,5,9,52,6.7,,5,8.9,78%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,M,10,14,73,9.8,,7.7,12.4,61%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,M,0,14,153,6.7,,5.7,7.9,39%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,F,0,4,26,4.3,,2.8,6.3,125%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,F,5,9,64,8.7,,6.7,11.1,66%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,F,10,14,67,9.3,,7.2,11.9,65%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1998,F,0,14,157,7.2,,6.1,8.4,38%,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1983,1983,M+F,0,14,,4.5,,,,#DIV/0!,,,Podar (2001),,Annual rates estimated for fig 1,,,,,,,,,
IC,Latvia,Latvia,1984,1984,M+F,0,14,,6,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1985,1985,M+F,0,14,,7.8,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1986,1986,M+F,0,14,,7.5,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1987,1987,M+F,0,14,,5,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1988,1988,M+F,0,14,,6,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1989,1989,M+F,0,14,,6.2,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1990,1990,M+F,0,14,,6.25,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1991,1991,M+F,0,14,,6.6,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1992,1992,M+F,0,14,,5,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1993,1993,M+F,0,14,,6.7,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1994,1994,M+F,0,14,,4.8,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1995,1995,M+F,0,14,,9,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1996,1996,M+F,0,14,,5,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1997,1997,M+F,0,14,,6.2,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Latvia,Latvia,1998,1998,M+F,0,14,,7,,,,#DIV/0!,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,M,0,4,,5,,,,#DIV/0!,,,Patternson (2019),,Supplementarty table,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,M,0,4,,4.3,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,M,0,4,,8.7,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,M,0,4,,9.4,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,M,0,4,,14.1,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,M,5,9,,8.4,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,M,5,9,,5,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,M,5,9,,8.4,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,M,5,9,,12.6,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,M,5,9,,15,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,M,10,14,,9,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,M,10,14,,12.8,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,M,10,14,,13.6,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,M,10,14,,18.9,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,M,10,14,,29.1,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,F,0,4,,3.3,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,F,0,4,,4.8,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,F,0,4,,7.3,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,F,0,4,,9.1,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,F,0,4,,12,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,F,5,9,,8.5,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,F,5,9,,10.3,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,F,5,9,,11.6,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,F,5,9,,17.9,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,F,5,9,,26.9,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1993,F,10,14,,9.5,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1998,F,10,14,,12.1,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1999,2003,F,10,14,,12.5,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2004,2008,F,10,14,,17.5,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,2009,2013,F,10,14,,22.3,,,,#DIV/0!,,,Patternson (2019),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,M,0,4,54,4.6,,3.4,6,76%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,M,5,9,85,7.6,,6.1,9.4,54%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,M,10,14,90,8.2,,6.6,10,52%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,M,0,14,229,6.6,,5.8,7.5,29%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,F,0,4,38,3.4,,2.4,4.6,92%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,F,5,9,91,8.5,,6.8,10.4,53%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,F,10,14,98,9.1,,7.4,11.1,50%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1990,F,0,14,227,6.7,,5.8,7.6,31%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,M,0,4,42,4.2,,3,5.6,87%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,M,5,9,67,5.7,,4.4,7.2,64%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,M,10,14,133,11.9,,9.9,14.1,42%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,M,0,14,242,6.9,,6,7.8,30%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,F,0,4,35,3.6,,2.5,5.1,104%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,F,5,9,107,9.5,,7.8,11.5,47%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,F,10,14,121,11.2,,9.3,13.4,44%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1998,F,0,14,263,7.7,,6.8,8.7,28%,,,Podar (2001),,,,,,,,,,,
IC,Lithuania,Lithuania,1983,1983,M+F,0,14,,5.1,,,,#DIV/0!,,,Podar (2001),,Annual rates estimated from figure,,,,,,,,,
IC,Lithuania,Lithuania,1984,1984,M+F,0,14,,7,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1985,1985,M+F,0,14,,5.2,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1986,1986,M+F,0,14,,6.1,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1987,1987,M+F,0,14,,5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1988,1988,M+F,0,14,,4.5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1989,1989,M+F,0,14,,5.5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1990,1990,M+F,0,14,,5.4,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1991,1991,M+F,0,14,,5.6,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1992,1992,M+F,0,14,,5.5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1993,1993,M+F,0,14,,4.5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1994,1994,M+F,0,14,,5.2,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1995,1995,M+F,0,14,,5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1996,1996,M+F,0,14,,5.2,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1997,1997,M+F,0,14,,7.5,,,,#DIV/0!,,,,,,,,,,,,,,
IC,Lithuania,Lithuania,1998,1998,M+F,0,14,,1.9,,,,#DIV/0!,,,,,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M,0,4,10,2,,1,3.7,270%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M,5,9,22,5.8,,3.6,8.8,144%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M,10,14,43,13.9,,10,18.8,88%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M,0,14,75,6.3,,5,7.9,58%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,F,0,4,11,2.3,,1.2,4.1,242%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,F,5,9,32,8.6,,5.8,12.3,112%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,F,10,14,47,15.6,,11.5,20.7,80%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,F,0,14,90,7.8,,6.3,9.7,54%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,0,4,21,2.6,,1.82,3.52,93%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,5,9,54,7.2,,5.3,9.5,79%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,10,14,90,14.8,,12,18.4,53%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,0,14,165,7,,6,8.2,37%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,0,14,,7.4,,6.4,8.6,34%,,,Kadiki (2002),,Standardized rate,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M,0,4,13,1.7,,0.93,2.97,219%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M,5,9,44,7.6,,5.55,10.25,85%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M,10,14,60,13.2,,10.12,17.01,68%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M,0,14,117,6.6,,5.45,7.89,45%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,F,0,4,25,3.4,,2.2,5.02,128%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,F,5,9,40,7,,5.04,9.58,90%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,F,10,14,94,21,,16.98,26.04,53%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,F,0,14,159,9.1,,7.77,10.65,37%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M+F,0,4,38,2.6,,1.82,3.52,93%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M+F,5,9,84,7.3,,5.86,9.08,55%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M+F,10,14,154,17.1,,14.54,20.01,38%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M+F,0,14,276,7.8,,6.91,8.78,27%,,,Kadiki (2002),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1991,2000,M+F,0,14,,8.3,,7.36,9.35,27%,,,Kadiki (2002),,Standardized rate,,,,,,,,,
IC,"Libya, Benghazi",Libya,1982,1982,M,0,14,7,5.6,,2.2,11.4,418%,,,Kadiki (1993),,"Table 2, 1981 row excluded as per comment in assigned data",,,,,,,,,
IC,"Libya, Benghazi",Libya,1983,1983,M,0,14,10,7.7,,3.7,14.2,284%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1984,1984,M,0,14,13,9.6,,5.1,16.4,222%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1985,1985,M,0,14,15,10.6,,5.9,17.5,197%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1986,1986,M,0,14,16,11,,6.3,17.8,183%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1987,1987,M,0,14,10,6.6,,3.2,12.1,278%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1988,1988,M,0,14,14,9,,4.9,15.1,208%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1989,1989,M,0,14,13,7.9,,4.2,13.5,221%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1990,1990,M,0,14,18,10.6,,6.3,16.7,165%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M,0,14,121,8.3,,6.9,10,45%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1982,1982,F,0,14,13,10.7,,6,18.3,205%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1983,1983,F,0,14,9,7.1,,3.3,13.5,309%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1984,1984,F,0,14,12,9.1,,4.7,15.9,238%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1985,1985,F,0,14,15,10.9,,6.1,18,195%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1986,1986,F,0,14,16,11.3,,6.5,18.3,182%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1987,1987,F,0,14,13,8.8,,4.7,15,219%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1988,1988,F,0,14,16,10.5,,6,17,183%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1989,1989,F,0,14,16,10,,5.7,16,181%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1990,1990,F,0,14,16,9.7,,5.5,15.7,185%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,F,0,14,130,9.2,,7.7,11,43%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1982,1982,M+F,0,14,20,8,,4.9,12.3,151%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1983,1983,M+F,0,14,19,7.4,,4.5,11.5,156%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1984,1984,M+F,0,14,25,9.4,,6.1,13.9,128%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1985,1985,M+F,0,14,30,10.8,,7.3,15.4,111%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1986,1986,M+F,0,14,32,11.1,,7.5,15.9,112%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1987,1987,M+F,0,14,23,7.9,,5,11.9,138%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1988,1988,M+F,0,14,30,9.4,,6.4,13.6,113%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1989,1989,M+F,0,14,29,9,,6,13,117%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1990,1990,M+F,0,14,34,10.1,,7,14,100%,,,Kadiki (1993),,,,,,,,,,,
IC,"Libya, Benghazi",Libya,1981,1990,M+F,0,14,251,8.8,,7.8,10,28%,,,Kadiki (1993),,,,,,,,,,,
DJ,Sweden,Sweden,2006,2011,M+F,25,29,,44.1,,35,62.3,78%,,,Samuelsson (2019),,,,,,,,,,,
DJ,Thailand,Thailand,1996,1996,M+F,0,14,,0.32,,0.17,0.48,182%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,1997,1997,M+F,0,14,,0.23,,0.1,0.36,260%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,1998,1998,M+F,0,14,,0.3,,0.15,0.45,200%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,1999,1999,M+F,0,14,,0.3,,0.15,0.45,200%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2000,2000,M+F,0,14,,0.39,,0.23,0.56,143%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2001,2001,M+F,0,14,,0.65,,0.44,0.87,98%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2002,2002,M+F,0,14,,0.68,,0.46,0.9,96%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2003,2003,M+F,0,14,,0.81,,0.57,1.05,84%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2004,2004,M+F,0,14,,1.43,,1.11,1.75,58%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,2005,2005,M+F,0,14,,1.27,,0.96,1.58,65%,,,Panamonta (2011),,,,,,,,,,,
DJ,Thailand,Thailand,1996,2005,M+F,0,14,,0.64,,0.57,0.71,25%,,,Panamonta (2011),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,M,0,4,180,7,,6.4,7.6,19%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,M,5,9,296,9.4,,8.7,10,15%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,M,10,14,510,15.3,,14.6,16.1,10%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,M,15,18,232,8.8,,8.1,9.5,17%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,F,0,4,184,7.6,,7,7.7,10%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,F,5,9,337,11.2,,10,11.5,15%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,F,10,14,490,15.5,,14.7,16.1,10%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Turkey,Turkey,2011,2013,F,15,18,235,9.4,,8.7,10.1,16%,,,Yeşilkaya (2017),,,,,,,,,,,
DJ,Tanzania (Dar es Salaam),United Republic of Tanzania,2010,2016,M+F,0,14,148,1.8,,na,na,#VALUE!,,,Jasem (2019),,,,,,,,,,,
DJ,Tanzania (Kilimanjaro),United Republic of Tanzania,2010,2016,M+F,0,14,74,1.8,,na,na,#VALUE!,,,Jasem (2019),,"no CI, SD, SE in paper",,,,,,,,,
DJ,Tanzania (Zanzibar),United Republic of Tanzania,2010,2016,M+F,0,14,56,1.9,,na,na,#VALUE!,,,Jasem (2019),,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
,,NO MATCH,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,
YW,Algeria,Algeria,2015,2015,M,0,4,,54.37,,52.97,55.76,5%,,,Khater 2020,,,,,,,,,,,
YW,Algeria,Algeria,2015,2015,M,5,9,,43.35,,41.92,44.77,7%,,,Khater 2020,,,,,,,,,,,
YW,Algeria,Algeria,2015,2015,M,10,14,,36.53,,35.18,37.87,8%,,,Khater 2020,,,,,,,,,,,
YW,Algeria,Algeria,2016,2016,M,0,4,,21.51,,20.09,22.92,14%,,,Khater 2020,,,,,,,,,,,
