source,resp_id,elect_part,country_wk,region_wk,inst_name,inst_role,inst_role_other,med_age_diag_center,med_age_diag_center_src,med_age_diag_reg,med_age_diag_reg_src,inst_hba1c_avg,inst_hba1c_max,inst_hba1c_src,reg_hba1c_avg,reg_hba1c_max,reg_hba1c_src,inst_dka_diag_rate,inst_dka_diag_src,reg_dka_diag_rate,reg_dka_diag_src,od_2010_rate,od_2010_src,od_2000_2010_rate,od_2000_2010_src,od_pre_2000_rate,od_pre_2000_src,inst_treat_2xhi,reg_treat_2xhi,inst_treat_2_shortlong,reg_treat_2_shortlong,inst_treat_3plus_shortlong,reg_treat_3plus_shortlong,inst_treat_3_analog,reg_treat_3_analog,inst_treat_pump,reg_treat_pump,inst_treat_pump_suspend,reg_treat_pump_suspend,inst_treat_pump_cloop,reg_treat_pump_cloop,treat_other,inst_measure_clinic,reg_measure_clinic,inst_measure_fewdays,reg_measure_fewdays,inst_measure_1_2_strips_day,reg_measure_1_2_strips_day,inst_measure_3_4_strips_day,reg_measure_3_4_strips_day,inst_measure_5_more_strips_day,reg_measure_5_more_strips_day,inst_measure_flash_glucose,reg_measure_flash_glucose,inst_measure_continuous,reg_measure_continuous,inst_measure_continuous_cloop,reg_measure_continuous_cloop,measure_other,inst_educ_doctor,reg_educ_doctor,inst_educ_nurse,reg_educ_nurse,inst_educ_other_in_person,reg_educ_other_in_person,inst_educ_camp_wshops,reg_educ_camp_wshops,inst_educ_peer_mentor,reg_educ_peer_mentor,inst_educ_printed_materials_local,reg_educ_printed_materials_local,inst_educ_printed_materials_foreign,reg_educ_printed_materials_foreign,inst_educ_online_local,reg_educ_online_local,inst_educ_online_foreign,reg_educ_online_foreign,educ_other,cost_currency,cost_insulin,cost_consumables,cost_devices,cost_med_appts,cost_insurance,cost_other,cost_not_afford_pc,followup_share,followup_results,followup_review,followup_review_country,followup_ispad,followup_plan,followup_other,inst_support_nurse_educ,reg_support_nurse_educ,inst_support_psych,reg_support_psych,inst_support_social_worker,reg_support_social_worker,inst_support_dietician,reg_support_dietician,inst_support_comm_health_wkr,reg_support_comm_health_wkr,support_other,inst_prof_test_hba1c,reg_prof_test_hba1c,inst_prof_test_weight,reg_prof_test_weight,inst_prof_test_height,reg_prof_test_height,inst_prof_test_bp,reg_prof_test_bp,inst_prof_test_retina,reg_prof_test_retina,inst_prof_test_ualb,reg_prof_test_ualb,inst_prof_test_lipids,reg_prof_test_lipids,world_bank_name,united_nations_name,iso3c,world_bank_classification,jdrf_region_name,jdrf_broad_region_name,loc_id,income_group
online,11925770230,Yes! I'd like to complete the survey now (est. 10 minutes),Egypt,Cairo,Ain Shams University,Paediatric endocrinologist,NA,NA,NA,6,Clinical impression,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,40-50%,Informed estimate,40-50%,Clinical impression,0-10%,Personal estimate,0-10%,Personal estimate,NA,NA,0%,10%,20%,30%,40%,30%,40%,20%,10%,10%,0%,0%,0%,0%,NA,0%,0%,10%,10%,30%,30%,20%,20%,20%,20%,10%,10%,10%,10%,0%,0%,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Annually,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Egypt,Egypt,EGY,LMIC,North Africa,Middle East and Africa,818,Lower income
online,11925721410,Yes! I'd like to complete the survey now (est. 10 minutes),Nepal,Bagmati province,"PAHS, Patan Hospital",Endocrinologist,NA,NA,NA,11,NA,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical impression,50-60%,Registry data,50-60%,Clinical impression,10-20%,Personal estimate,20-30%,Personal estimate,30-40%,Personal estimate,70%,100%,30%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50%,90%,10%,10%,50%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,NA,At your institution,In your region,At your institution,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,Nepalese Rupee,50000,100000,Not available,100,3500.00 (only in certain districts),3000,100,Sharing the survey with others in my network,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,At your institution,In your region,"There is a network of nation-wide community health workers who assist with all types of health problems, not only T1D",Every visit,Annually,Every visit,Every visit,Annually,Less often,Every visit,Every visit,Annually,Less often,Annually,Less often,Annually,Less often,Nepal,Nepal,NPL,LIC,South Asia,Asia-Pacific,524,Lower income
online,11925582490,Yes! I'd like to complete the survey now (est. 10 minutes),Malaysia,"Kuala Lumpur, Dept of Paediatric Endocrinology",University Malaya Medical Centre,Other (please specify),Clinical Fellow,NA,NA,7,Published study,10.0-10.9% (85.8-96.6 mmol/mol),NA,NA,10.0-10.9% (85.8-96.6 mmol/mol),NA,NA,70-80%,Published study,70-80%,Published study,0-10%,Personal estimate,10-20%,Personal estimate,10-20%,Personal estimate,0%,10%,10%,10%,30%,10%,90%,10%,10%,10%,0%,0%,0%,0%,NA,0%,0%,80%,70%,90%,90%,70%,70%,10%,10%,0%,0%,0%,0%,0%,0%,NA,At your institution,In your region,At your institution,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,Malaysian Ringgit,25000,20000,"NA","NA","NA",NA,79,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,NA,Annually,Annually,Malaysia,Malaysia,MYS,UMIC,South-East Asia,Asia-Pacific,458,Middle income
online,11925330477,Yes! I'd like to complete the survey now (est. 10 minutes),Malaysia,"Kota Bharu, Kelantan",Hospital University Science of MALAYSIA,Paediatric endocrinologist,NA,NA,NA,9,Registry data,10.0-10.9% (85.8-96.6 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,10.0-10.9% (85.8-96.6 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,90-100%,Registry data,90-100%,Personal estimate,30-40%,Personal estimate,40-50%,Personal estimate,50-60%,Personal estimate,0%,20%,10%,10%,90%,90%,80%,80%,10%,20%,0%,10%,0%,0%,NA,0%,10%,20%,20%,70%,70%,80%,80%,60%,60%,0%,10%,10%,10%,0%,0%,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,NA,In your region,NA,NA,NA,NA,NA,RINGGIT MALAYSIA,SUBSIDISED BY GOVERNMENT,700,SUBSIDISED BY GOVERNMENT,-,-,50,60,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),Becoming an ISPAD member,Helping develop action plans for medical professionals,"There should be more subsidised for care of patients with diabetes especially strips. The insulin pump, flash meter should be made more readily available and affordable for patients",At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Malaysia,Malaysia,MYS,UMIC,South-East Asia,Asia-Pacific,458,Middle income
online,11925141790,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Launceston,Launceston General Hospital,Dietitian,NA,NA,NA,8,Clinical impression,< 7.0% (< 53.0 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical impression,50-60%,Informed estimate,50-60%,Clinical impression,0%,Informed estimate,0%,Personal estimate,0%,Personal estimate,40%,30%,50%,40%,30%,30%,20%,20%,70%,90%,60%,80%,50%,70%,NA,50%,70%,70%,40%,60%,40%,50%,30%,50%,30%,70%,30%,60%,40%,40%,10%,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,In your region,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Australian dollar,$50 or subsidised,$30 to $60,private health insurance subsidies or <$9000,$0- public service,$1200 annual,NA,30,NA,NA,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,11924796144,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,Saskatchewan,Saskatchewan Health Authority - provincial program,Nurse,NA,NA,NA,8,Informed estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,NA,NA,NA,50-60%,Personal estimate,NA,NA,0-10%,Clinical impression,0-10%,Clinical impression,0-10%,Clinical impression,0%,NA,0%,NA,20%,NA,50%,NA,30%,NA,NA,NA,NA,NA,"Within the 30% pump 1-2% would be LGS, closed loop",0%,NA,0%,NA,10%,NA,80%,NA,30%,NA,40%,NA,10%,NA,NA,NA,Loop 1-2 %,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,"Team approach for most visits ie MD, RN, RD, SW (as needed)",Canadian dollars,NA,NA,NA,NA,NA,I didn’t do cost question as depends on age. Lower costs until age 14 as covered byrovince for supplies. Increased after age age & dependent on family income vs expenses. Large province so some travel costs every 6 mos.   No provincial coverage for flash/cgm,1,Sharing the survey with others in my network,Seeing survey results,NA,NA,NA,NA,Already an ISPAD member,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,Occasional Psychologist And child life specialist,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every two years,NA,Annually,NA,Less often,NA,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11924710365,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),Colorado,"University of Colorado, Barbara Davis Center for Diabetes",Nurse,NA,NA,NA,10,Informed estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical impression,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical impression,40-50%,Informed estimate,50-60%,Published study,NA,NA,NA,NA,NA,NA,0%,10%,0%,10%,50%,70%,50%,60%,60%,NA,30%,NA,20%,NA,NA,10%,NA,10%,NA,10%,NA,40%,NA,10%,NA,10%,NA,30%,NA,20%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,11924480551,Yes! I'd like to complete the survey now (est. 10 minutes),Austria,"Nußdorf-Debant,Tyrol",Ordination Dr.Kovacic,Paediatric endocrinologist,NA,NA,NA,6,Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,0-10%,Personal estimate,30-40%,Registry data,0%,Registry data,0-10%,Registry data,0-10%,Registry data,0%,10%,0%,10%,0%,40%,10%,50%,90%,50%,70%,30%,20%,10%,NA,0%,0%,0%,0%,10%,10%,70%,70%,30%,30%,50%,80%,80%,40%,20%,10%,NA,NA,In your region,NA,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,euro,1800,1000,5000,NA,1200,NA,10,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,In your region,NA,In your region,NA,In your region,At your institution,NA,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Every visit,Every visit,Annually,Annually,Austria,Austria,AUT,HIC,Western Europe,Europe,40,High income
online,11924470007,Yes! I'd like to complete the survey now (est. 10 minutes),Canada,Ontario,Children's Hospital of Eastern Ontario,Paediatric endocrinologist,NA,NA,NA,12,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,20-30%,Personal estimate,20-30%,Informed estimate,0%,Personal estimate,0%,Personal estimate,0%,Personal estimate,0%,0%,0%,0%,0%,0%,50%,NA,20%,NA,20%,NA,10%,NA,NA,0%,NA,0%,NA,0%,NA,30%,NA,10%,NA,30%,NA,30%,NA,10%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,Canadian dollars,Minimal - covered by private insurance or government (for < 24 yo),Minimal - covered by private insurance or government (for < 24 yo),Pumps covered by government + $200/mo to familes to cover fo supplies; CGM not covered (only familes with private insurance); FGM covered by GVMT or insurance.,$0 (public healthcare),"Private insurance rarely purchased by families, provided by many employers",Minimal for most patients; virtal care options,2,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Less often,NA,Canada,Canada,CAN,HIC,North America,Americas,124,High income
online,11924458633,Yes! I'd like to complete the survey now (est. 10 minutes),Bulgaria,Sofia,University Pediatric Hospital,Paediatric endocrinologist,NA,NA,NA,9,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,10-20%,Registry data,20-30%,Registry data,0%,Registry data,0%,Registry data,0%,Registry data,NA,NA,NA,NA,30%,30%,50%,50%,20%,20%,NA,NA,0%,NA,About 1-2 % employ hybrid closed loop-open APS,NA,NA,NA,NA,10%,10%,30%,30%,30%,30%,20%,20%,10%,10%,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,The patients and their families receive main education during the initial hospitalization for about 7 days,NA,NA,NA,NA,NA,"Overall therapy, test strips and pumps are covered by national health insurance system",The families of the children with DM receive additional financial support as much as 150-200 Euros/month,0,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Every two years,Every two years,Bulgaria,Bulgaria,BGR,UMIC,Eastern Europe,Europe,100,Middle income
online,11924372711,Yes! I'd like to complete the survey now (est. 10 minutes),India,"Mumbai, Maharashtra",Lina Diabetes care centre,Other (please specify),Diabetologist,NA,NA,10,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,0-10%,Clinical records,10-20%,Informed estimate,10-20%,Personal estimate,20-30%,Personal estimate,30-40%,Personal estimate,20%,30%,20%,30%,20%,20%,30%,20%,20%,10%,0%,0%,0%,0%,NA,NA,NA,40%,50%,30%,20%,20%,10%,NA,NA,10%,10%,10%,10%,NA,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,INR,12000,3000,50000,4000,NA,1000,52,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,Doing collaborative research,NA,NA,NA,NA,NA,In your region,At your institution,In your region,NA,NA,NA,Every visit,Less often,Every visit,Every visit,Annually,Annually,Every visit,Every visit,Annually,Less often,Annually,Less often,Less often,Less often,India,India,IND,LMIC,South Asia,Asia-Pacific,356,Lower income
online,11924351188,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,"Stockholm, Sachsska","Sachsska Barn och ungdomssjukhuset, Diabetesmottagningen",Diabetes educator,NA,NA,NA,8,Clinical impression,< 7.0% (< 53.0 mmol/mol),NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,0-10%,Clinical impression,10-20%,Clinical impression,0-10%,Informed estimate,0-10%,Informed estimate,0-10%,Informed estimate,0%,0%,0%,0%,0%,0%,30%,60%,70%,50%,10%,10%,0%,0%,"8% of  the patients at my intuition  use a form of DIY Loop either Loop, FreeAPS or AAPS",0%,0%,30%,50%,NA,NA,NA,NA,NA,NA,10%,30%,80%,70%,10%,0%,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,Swedish Crowns,0,0,0 to 50.000,0- 1.600,3.200 often 15% more then the main persons,"5.000 a phone, 1200 a subscription to deliver data for the CGM, take leave from work as parents 20.000, up to 20.000 for better food for diabetics, 15.000 for sports",20,NA,NA,NA,NA,NA,Helping develop action plans for medical professionals,"DIY, Loop, FreeAPS, AAPS",At your institution,In your region,NA,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,NA,Every visit,Every visit,Every two years,Every two years,Annually,Annually,Annually,Annually,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
online,11924298664,Yes! I'd like to complete the survey now (est. 10 minutes),Belgium,liège,CHU Sart Tilman et CHR Citadelle,Paediatric endocrinologist,NA,NA,NA,8,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Registry data,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Registry data,20-30%,Personal estimate,20-30%,Personal estimate,0%,Personal estimate,0%,Personal estimate,0%,Personal estimate,0%,NA,0%,NA,0%,10%,70%,60%,30%,20%,NA,NA,10%,NA,"30% insulin pump with 10% with hybrid closed, 40% with predictive low-glucose suspend and 50% pump with others CGM",0%,0%,0%,NA,NA,NA,NA,NA,NA,NA,80%,80%,20%,20%,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,NA,NA,NA,NA,euros,NA,needles : 12 euros by month,NA,NA,Packages from health insurance. 262 euros/month for analog insulin 3+ and flash. 464 euros/month for pump and CGM,NA,1,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,NA,Every visit,NA,Annually,Annually,Annually,Annually,Annually,Annually,Belgium,Belgium,BEL,HIC,Western Europe,Europe,56,High income
online,11924292474,Yes! I'd like to complete the survey now (est. 10 minutes),Bulgaria,Varna Medical University,"UMHAT ""Sveta Marina"" Varna",Paediatric endocrinologist,NA,NA,NA,12,Clinical impression,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,8.0-8.9% (63.9-74.8 mmol/mol),NA,NA,10-20%,NA,20-30%,Informed estimate,0%,Informed estimate,0%,Informed estimate,0%,Informed estimate,0%,10%,0%,0%,10%,10%,50%,70%,30%,10%,10%,10%,10%,10%,% vary with progression of the disease and unit of care,0%,0%,0%,0%,0%,0%,30%,50%,10%,10%,30%,20%,20%,10%,10%,10%,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,BGL,0,Needles and test strips 700,"CGM only 2,000-4,000",0,0,0-200,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,Patient organisations and foundations,Every visit,Every visit,Every visit,Annually,Every visit,Annually,Every visit,Annually,Annually,Annually,Every visit,Every visit,Annually,Annually,Bulgaria,Bulgaria,BGR,UMIC,Eastern Europe,Europe,100,Middle income
online,11924231929,Yes! I'd like to complete the survey now (est. 10 minutes),Finland,Helsinki University Hospital / Capital area,Helsinki University Hospital,Paediatric endocrinologist,NA,NA,NA,11,Clinical impression,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),NA,NA,20-30%,Clinical records,20-30%,Clinical records,0%,Informed estimate,0%,Informed estimate,0%,Informed estimate,0%,0%,0%,0%,0%,0%,60%,60%,40%,40%,20%,20%,10%,10%,Pediatric Population,0%,0%,0%,0%,0%,10%,10%,10%,0%,0%,50%,50%,30%,30%,10%,10%,Pediatrics,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,EIRO,0,0,0,100,0,100,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Every two years,Every two years,Annually,Annually,Every two years,Every two years,Finland,Finland,FIN,HIC,Nordic Countries,Europe,246,High income
online,11924134530,Yes! I'd like to complete the survey now (est. 10 minutes),Saudi Arabia,westren,TU,Paediatric endocrinologist,NA,NA,NA,Unknown,Personal estimate,Unknown,NA,NA,Unknown,NA,NA,10-20%,Personal estimate,10-20%,NA,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saudi Arabia,Saudi Arabia,SAU,HIC,Middle East,Middle East and Africa,682,High income
online,11924037990,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,Stockholm,Karolinska University Hospital,Paediatric endocrinologist,NA,NA,NA,10,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,20-30%,Registry data,20-30%,Registry data,0%,Registry data,0%,Registry data,0%,Registry data,0%,0%,0%,0%,0%,0%,30%,NA,40%,NA,30%,NA,0%,NA,NA,0%,NA,0%,NA,0%,NA,10%,NA,0%,NA,70%,NA,20%,NA,0%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,0,0,0,0,0,2000 Swedish Krona,NA,NA,NA,NA,NA,NA,NA,Interest in global inequalities in diabetes care,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every two years,NA,Every visit,NA,Less often,NA,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
online,11924034340,Yes! I'd like to complete the survey now (est. 10 minutes),Poland,podkarpackie,"Department Pediatrics,Pediatric Endocrinology and Diabetes",Paediatric endocrinologist,NA,NA,NA,9,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),Other,7.0-7.9% (53.0-63.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),Other,70-80%,Registry data,70-80%,Registry data,0%,NA,0%,NA,0-10%,NA,NA,NA,NA,NA,NA,NA,30%,30%,NA,NA,NA,NA,70%,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,40%,NA,20%,NA,40%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,?,?,?,?,?,?,?,10,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Every two years,NA,Annually,NA,Poland,Poland,POL,HIC,Eastern Europe,Europe,616,High income
online,11924019948,Yes! I'd like to complete the survey now (est. 10 minutes),India,"Mumbai, Maharashtra","SRCC Children's Hospital, Surya Children's Hospital, H. N. Reliance Foundation, The Children's Hospital, Malad.",Paediatric endocrinologist,NA,NA,NA,10,Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),NA,NA,Unknown,NA,NA,80-90%,Personal estimate,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,10%,NA,70%,NA,20%,NA,10%,NA,NA,NA,NA,NA,NA,0%,NA,20%,NA,10%,NA,70%,NA,10%,NA,NA,NA,10%,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,NA,In your region,NA,NA,NA,NA,NA,NA,NA,Rupees,"32,000","30,000",NA,"15,000",NA,3000,60,NA,Seeing survey results,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,India,India,IND,LMIC,South Asia,Asia-Pacific,356,Lower income
online,11923960395,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Victoria,Granada Medical Centre,Paediatrician,NA,NA,NA,7,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Registry data,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,10-20%,Personal estimate,20-30%,Personal estimate,0%,Clinical impression,0%,Clinical impression,0%,Clinical impression,NA,NA,NA,NA,NA,NA,NA,NA,90%,30%,20%,10%,10%,0%,NA,NA,NA,NA,NA,10%,20%,NA,20%,NA,10%,10%,0%,70%,50%,10%,0%,NA,At your institution,In your region,At your institution,In your region,NA,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,$AUD,300,200,1000,500,2000,200,64,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,In your region,NA,In your region,NA,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
